244ms
10ms
16ms
10ms
10ms
10ms
15ms
16ms
11ms
10ms
10ms
10ms
12ms
10ms
11ms
9ms
14ms
11ms
15ms
10ms
12ms
10ms
12ms
12ms
10ms
12ms
11ms
11ms
11ms
12ms
26ms
13ms
12ms
13ms
9ms
15ms
12ms
13ms
11ms
10ms
14ms
9ms
10ms
10ms
10ms
9ms
16ms
15ms
10ms
18ms
13ms
13ms
12ms
9ms
12ms
14ms
15ms
11ms
12ms
9ms
11ms
11ms
13ms
12ms
10ms
9ms
9ms
8ms
11ms
9ms
17ms
11ms
10ms
15ms
11ms
13ms
10ms
16ms
14ms
11ms
11ms
12ms
15ms
16ms
11ms
13ms
14ms
11ms
9ms
9ms
10ms
15ms
9ms
13ms
11ms
13ms
14ms
14ms
13ms
12ms
12ms
14ms
12ms
13ms
10ms
16ms
14ms
11ms
11ms
12ms
12ms
14ms
11ms
15ms
10ms
11ms
12ms
12ms
13ms
19ms
17ms
15ms
12ms
14ms
13ms
14ms
19ms
15ms
10ms
11ms
11ms
10ms
11ms
11ms
12ms
13ms
11ms
9ms
12ms
11ms
13ms
9ms
13ms
14ms
11ms
10ms
14ms
18ms
11ms
14ms
11ms
9ms
10ms
11ms
9ms
12ms
15ms
12ms
12ms
10ms
10ms
25ms
12ms
14ms
11ms
11ms
11ms
10ms
9ms
12ms
14ms
11ms
16ms
14ms
13ms
10ms
14ms
27ms
10ms
13ms
10ms
13ms
13ms
11ms
12ms
11ms
11ms
13ms
9ms
11ms
12ms
11ms
10ms
10ms
13ms
18ms
13ms
11ms
18ms
17ms
11ms
11ms
10ms
18ms
14ms
12ms
13ms
18ms
13ms
14ms
17ms
11ms
14ms
18ms
13ms
11ms
10ms
16ms
16ms
13ms
17ms
12ms
11ms
15ms
13ms
14ms
15ms
13ms
11ms
10ms
12ms
11ms
14ms
13ms
11ms
11ms
11ms
14ms
12ms
15ms
16ms
13ms
15ms
12ms
12ms
14ms
12ms
15ms
13ms
13ms
12ms
13ms
11ms
18ms
15ms
16ms
12ms
11ms
12ms
17ms
11ms
13ms
12ms
14ms
15ms
9ms
10ms
11ms
10ms
10ms
11ms
11ms
13ms
12ms
11ms
9ms
13ms
11ms
10ms
9ms
14ms
9ms
12ms
9ms
13ms
10ms
11ms
9ms
13ms
12ms
17ms
10ms
11ms
12ms
16ms
14ms
17ms
10ms
10ms
10ms
13ms
15ms
13ms
12ms
11ms
11ms
15ms
18ms
19ms
15ms
12ms
14ms
11ms
14ms
14ms
19ms
13ms
10ms
14ms
11ms
14ms
10ms
15ms
17ms
10ms
9ms
13ms
10ms
11ms
12ms
11ms
14ms
9ms
10ms
10ms
13ms
11ms
11ms
13ms
13ms
10ms
10ms
11ms
13ms
14ms
11ms
11ms
16ms
9ms
11ms
14ms
11ms
12ms
14ms
9ms
20ms
11ms
12ms
13ms
13ms
12ms
11ms
18ms
10ms
11ms
12ms
11ms
10ms
10ms
10ms
13ms
13ms
11ms
10ms
12ms
11ms
12ms
11ms
11ms
12ms
13ms
10ms
13ms
13ms
13ms
17ms
10ms
13ms
10ms
11ms
11ms
12ms
13ms
12ms
15ms
10ms
14ms
9ms
15ms
13ms
10ms
27ms
9ms
11ms
12ms
12ms
16ms
13ms
12ms
13ms
10ms
14ms
13ms
14ms
11ms
9ms
14ms
11ms
9ms
11ms
11ms
13ms
10ms
15ms
15ms
13ms
11ms
11ms
10ms
10ms
9ms
9ms
9ms
10ms
12ms
10ms
9ms
9ms
10ms
10ms
13ms
10ms
13ms
11ms
14ms
11ms
13ms
9ms
10ms
13ms
13ms
9ms
14ms
12ms
9ms
9ms
11ms
9ms
12ms
10ms
10ms
16ms
14ms
12ms
13ms
12ms
18ms
18ms
11ms
16ms
11ms
9ms
10ms
10ms
14ms
10ms
14ms
10ms
11ms
10ms
12ms
15ms
18ms
12ms
11ms
11ms
15ms
12ms
10ms
15ms
11ms
10ms
10ms
9ms
15ms
13ms
10ms
16ms
11ms
12ms
10ms
10ms
13ms
14ms
10ms
10ms
9ms
12ms
16ms
11ms
15ms
19ms
14ms
13ms
11ms
10ms
13ms
10ms
11ms
11ms
11ms
11ms
24ms
13ms
16ms
12ms
14ms
14ms
10ms
12ms
9ms
11ms
10ms
12ms
15ms
11ms
11ms
10ms
18ms
13ms
18ms
10ms
13ms
12ms
14ms
18ms
12ms
17ms
30ms
12ms
12ms
10ms
12ms
9ms
13ms
10ms
12ms
11ms
12ms
11ms
16ms
11ms
14ms
12ms
13ms
10ms
11ms
11ms
10ms
10ms
14ms
12ms
20ms
10ms
15ms
19ms
14ms
13ms
12ms
15ms
15ms
15ms
10ms
14ms
12ms
14ms
11ms
13ms
14ms
11ms
14ms
11ms
14ms
13ms
9ms
9ms
12ms
11ms
20ms
11ms
12ms
12ms
11ms
0ms
0ms
0ms
11ms
12ms
14ms
15ms
19ms
12ms
10ms
13ms
23ms
14ms
17ms
12ms
17ms
15ms
12ms
13ms
10ms
11ms
12ms
10ms
17ms
11ms
13ms
9ms
12ms
14ms
21ms
13ms
14ms
18ms
17ms
17ms
13ms
17ms
16ms
14ms
13ms
15ms
14ms
15ms
11ms
12ms
10ms
14ms
13ms
14ms
16ms
11ms
12ms
12ms
14ms
10ms
14ms
16ms
13ms
17ms
13ms
10ms
14ms
17ms
12ms
16ms
10ms
15ms
12ms
12ms
12ms
12ms
13ms
12ms
17ms
10ms
13ms
13ms
12ms
12ms
11ms
17ms
12ms
11ms
15ms
11ms
11ms
12ms
12ms
10ms
18ms
12ms
12ms
11ms
12ms
11ms
14ms
13ms
19ms
11ms
13ms
14ms
11ms
12ms
12ms
10ms
12ms
10ms
10ms
16ms
11ms
12ms
14ms
13ms
13ms
17ms
12ms
10ms
14ms
15ms
14ms
15ms
14ms
10ms
12ms
10ms
9ms
12ms
13ms
11ms
12ms
12ms
10ms
10ms
12ms
16ms
11ms
16ms
11ms
10ms
9ms
11ms
37ms
14ms
15ms
14ms
14ms
12ms
16ms
13ms
15ms
14ms
12ms
19ms
10ms
20ms
17ms
22ms
11ms
14ms
12ms
10ms
12ms
15ms
11ms
14ms
11ms
10ms
11ms
10ms
13ms
11ms
11ms
11ms
9ms
10ms
10ms
13ms
10ms
15ms
11ms
11ms
17ms
10ms
14ms
18ms
13ms
14ms
10ms
11ms
10ms
12ms
12ms
16ms
12ms
14ms
11ms
11ms
14ms
11ms
12ms
16ms
20ms
10ms
15ms
11ms
11ms
13ms
11ms
37ms
9ms
9ms
12ms
15ms
12ms
17ms
9ms
14ms
10ms
11ms
12ms
16ms
11ms
11ms
12ms
14ms
14ms
14ms
11ms
15ms
12ms
13ms
9ms
11ms
11ms
14ms
11ms
12ms
10ms
10ms
12ms
15ms
18ms
14ms
12ms
12ms
9ms
10ms
14ms
13ms
15ms
14ms
12ms
11ms
12ms
13ms
11ms
12ms
11ms
11ms
9ms
12ms
9ms
13ms
10ms
12ms
12ms
16ms
14ms
9ms
9ms
14ms
13ms
13ms
12ms
17ms
11ms
9ms
10ms
13ms
11ms
11ms
10ms
14ms
11ms
12ms
11ms
14ms
17ms
14ms
12ms
10ms
14ms
10ms
15ms
13ms
11ms
11ms
10ms
16ms
12ms
12ms
11ms
15ms
10ms
11ms
11ms
13ms
14ms
12ms
12ms
10ms
10ms
10ms
11ms
19ms
10ms
9ms
12ms
10ms
14ms
16ms
16ms
12ms
10ms
13ms
14ms
12ms
10ms
19ms
13ms
10ms
11ms
16ms
10ms
15ms
9ms
14ms
10ms
13ms
11ms
9ms
11ms
12ms
12ms
11ms
18ms
10ms
11ms
10ms
11ms
14ms
14ms
10ms
11ms
10ms
12ms
11ms
15ms
12ms
13ms
12ms
50ms
12ms
10ms
10ms
11ms
13ms
10ms
15ms
14ms
9ms
14ms
11ms
14ms
11ms
9ms
11ms
11ms
12ms
12ms
11ms
13ms
11ms
15ms
11ms
11ms
12ms
11ms
11ms
17ms
12ms
12ms
10ms
10ms
12ms
13ms
12ms
13ms
11ms
22ms
10ms
10ms
10ms
10ms
11ms
11ms
10ms
10ms
14ms
16ms
14ms
15ms
11ms
9ms
13ms
10ms
11ms
11ms
10ms
13ms
10ms
11ms
10ms
9ms
11ms
11ms
12ms
14ms
12ms
12ms
11ms
11ms
12ms
10ms
11ms
11ms
15ms
19ms
9ms
12ms
10ms
16ms
18ms
14ms
9ms
11ms
9ms
11ms
13ms
16ms
10ms
11ms
13ms
17ms
9ms
12ms
16ms
10ms
11ms
12ms
12ms
13ms
11ms
11ms
16ms
15ms
20ms
13ms
13ms
10ms
13ms
13ms
8ms
17ms
8ms
11ms
11ms
11ms
10ms
9ms
13ms
13ms
9ms
10ms
10ms
12ms
13ms
12ms
11ms
10ms
11ms
10ms
10ms
13ms
14ms
14ms
13ms
13ms
14ms
12ms
11ms
11ms
13ms
11ms
11ms
11ms
12ms
12ms
10ms
15ms
10ms
10ms
11ms
9ms
14ms
9ms
12ms
14ms
14ms
11ms
14ms
10ms
11ms
9ms
11ms
15ms
11ms
11ms
11ms
17ms
14ms
12ms
10ms
11ms
13ms
13ms
11ms
16ms
13ms
12ms
13ms
18ms
11ms
21ms
15ms
14ms
10ms
14ms
12ms
13ms
11ms
16ms
12ms
11ms
13ms
10ms
10ms
12ms
14ms
15ms
11ms
11ms
11ms
11ms
9ms
11ms
12ms
10ms
12ms
14ms
11ms
14ms
11ms
10ms
12ms
15ms
16ms
11ms
10ms
15ms
12ms
14ms
13ms
10ms
11ms
10ms
13ms
11ms
18ms
13ms
16ms
11ms
13ms
13ms
11ms
12ms
13ms
10ms
11ms
10ms
11ms
11ms
10ms
11ms
9ms
10ms
13ms
12ms
12ms
18ms
11ms
11ms
12ms
10ms
10ms
12ms
17ms
16ms
10ms
11ms
13ms
11ms
17ms
11ms
13ms
10ms
10ms
9ms
10ms
14ms
9ms
12ms
10ms
16ms
12ms
11ms
10ms
9ms
12ms
9ms
10ms
10ms
17ms
13ms
9ms
9ms
11ms
13ms
11ms
13ms
17ms
14ms
13ms
15ms
14ms
10ms
12ms
9ms
14ms
11ms
8ms
10ms
16ms
11ms
11ms
10ms
10ms
12ms
10ms
15ms
12ms
10ms
11ms
12ms
10ms
10ms
10ms
12ms
11ms
10ms
11ms
11ms
12ms
11ms
11ms
11ms
19ms
12ms
14ms
11ms
10ms
14ms
14ms
12ms
10ms
12ms
14ms
15ms
22ms
12ms
11ms
11ms
12ms
11ms
12ms
14ms
10ms
18ms
13ms
12ms
15ms
11ms
14ms
11ms
15ms
10ms
13ms
14ms
13ms
12ms
12ms
12ms
12ms
11ms
12ms
15ms
12ms
16ms
13ms
16ms
15ms
11ms
11ms
19ms
12ms
12ms
11ms
12ms
15ms
10ms
18ms
13ms
14ms
19ms
13ms
11ms
13ms
14ms
13ms
11ms
14ms
15ms
14ms
11ms
15ms
10ms
15ms
11ms
14ms
13ms
11ms
13ms
10ms
11ms
9ms
10ms
15ms
10ms
12ms
11ms
10ms
14ms
10ms
10ms
18ms
11ms
10ms
12ms
14ms
11ms
11ms
10ms
11ms
11ms
9ms
9ms
14ms
12ms
11ms
13ms
11ms
10ms
10ms
12ms
15ms
13ms
10ms
9ms
10ms
14ms
16ms
10ms
12ms
13ms
12ms
11ms
11ms
11ms
9ms
9ms
12ms
15ms
11ms
10ms
15ms
11ms
13ms
10ms
10ms
11ms
12ms
13ms
13ms
12ms
15ms
11ms
18ms
9ms
13ms
11ms
12ms
10ms
11ms
10ms
9ms
9ms
13ms
10ms
9ms
10ms
13ms
11ms
13ms
11ms
10ms
11ms
13ms
14ms
16ms
10ms
12ms
10ms
11ms
13ms
17ms
13ms
9ms
10ms
11ms
14ms
13ms
11ms
10ms
13ms
12ms
13ms
12ms
14ms
10ms
13ms
15ms
14ms
13ms
13ms
15ms
11ms
11ms
12ms
11ms
12ms
10ms
11ms
16ms
20ms
13ms
12ms
11ms
11ms
10ms
10ms
11ms
11ms
19ms
16ms
17ms
15ms
12ms
11ms
11ms
12ms
12ms
11ms
14ms
11ms
11ms
15ms
10ms
10ms
11ms
14ms
11ms
10ms
14ms
18ms
10ms
10ms
27ms
11ms
12ms
12ms
11ms
10ms
12ms
12ms
10ms
12ms
17ms
20ms
14ms
15ms
12ms
12ms
14ms
12ms
19ms
14ms
16ms
10ms
16ms
16ms
22ms
14ms
12ms
13ms
12ms
11ms
13ms
13ms
11ms
11ms
11ms
11ms
15ms
11ms
15ms
13ms
14ms
10ms
10ms
13ms
11ms
10ms
13ms
15ms
11ms
14ms
13ms
11ms
19ms
13ms
25ms
12ms
11ms
12ms
13ms
13ms
12ms
14ms
14ms
11ms
11ms
15ms
11ms
16ms
13ms
10ms
10ms
14ms
10ms
13ms
11ms
14ms
13ms
10ms
11ms
11ms
14ms
12ms
11ms
10ms
13ms
13ms
12ms
12ms
11ms
15ms
12ms
10ms
11ms
11ms
16ms
10ms
10ms
18ms
18ms
11ms
11ms
13ms
12ms
12ms
17ms
9ms
12ms
13ms
17ms
14ms
10ms
23ms
12ms
13ms
15ms
14ms
12ms
12ms
11ms
14ms
14ms
11ms
12ms
16ms
10ms
15ms
11ms
13ms
12ms
14ms
15ms
13ms
11ms
17ms
13ms
16ms
12ms
11ms
13ms
11ms
10ms
14ms
12ms
12ms
12ms
12ms
13ms
14ms
13ms
12ms
11ms
11ms
14ms
13ms
11ms
13ms
13ms
12ms
12ms
12ms
17ms
11ms
11ms
14ms
12ms
12ms
14ms
12ms
14ms
10ms
11ms
14ms
12ms
12ms
14ms
11ms
10ms
9ms
14ms
10ms
11ms
11ms
11ms
10ms
11ms
10ms
11ms
13ms
17ms
13ms
11ms
14ms
10ms
9ms
10ms
11ms
14ms
10ms
12ms
15ms
11ms
12ms
12ms
10ms
9ms
13ms
13ms
13ms
10ms
10ms
12ms
14ms
15ms
14ms
12ms
11ms
11ms
11ms
11ms
10ms
14ms
14ms
9ms
10ms
11ms
10ms
12ms
10ms
10ms
11ms
10ms
13ms
10ms
15ms
10ms
13ms
9ms
9ms
12ms
9ms
9ms
14ms
11ms
14ms
14ms
12ms
13ms
11ms
10ms
9ms
12ms
10ms
14ms
10ms
16ms
12ms
14ms
9ms
14ms
15ms
19ms
11ms
14ms
13ms
13ms
13ms
11ms
11ms
11ms
11ms
11ms
10ms
9ms
13ms
12ms
10ms
10ms
11ms
10ms
10ms
9ms
11ms
11ms
9ms
11ms
10ms
15ms
10ms
13ms
11ms
12ms
10ms
18ms
13ms
10ms
11ms
11ms
15ms
10ms
12ms
11ms
12ms
21ms
13ms
11ms
13ms
11ms
10ms
13ms
10ms
11ms
9ms
10ms
13ms
12ms
10ms
10ms
13ms
13ms
11ms
11ms
15ms
11ms
11ms
10ms
14ms
12ms
11ms
10ms
10ms
11ms
14ms
11ms
11ms
10ms
11ms
10ms
11ms
17ms
12ms
11ms
11ms
12ms
19ms
12ms
13ms
13ms
11ms
12ms
13ms
11ms
11ms
14ms
16ms
11ms
10ms
13ms
17ms
11ms
10ms
13ms
13ms
15ms
11ms
11ms
11ms
12ms
10ms
9ms
11ms
11ms
9ms
11ms
12ms
11ms
11ms
12ms
11ms
9ms
11ms
12ms
9ms
14ms
9ms
13ms
12ms
11ms
9ms
15ms
12ms
16ms
12ms
9ms
10ms
10ms
9ms
11ms
11ms
10ms
12ms
9ms
12ms
8ms
11ms
12ms
11ms
11ms
16ms
13ms
12ms
10ms
14ms
11ms
12ms
12ms
10ms
14ms
14ms
14ms
11ms
19ms
9ms
12ms
13ms
15ms
13ms
12ms
14ms
13ms
12ms
13ms
11ms
11ms
11ms
12ms
20ms
10ms
13ms
11ms
10ms
14ms
11ms
10ms
13ms
12ms
12ms
10ms
18ms
15ms
14ms
10ms
14ms
12ms
11ms
11ms
14ms
10ms
11ms
15ms
10ms
10ms
10ms
9ms
17ms
11ms
12ms
12ms
10ms
10ms
11ms
11ms
11ms
10ms
20ms
10ms
10ms
11ms
9ms
16ms
10ms
10ms
12ms
9ms
11ms
11ms
11ms
11ms
13ms
9ms
9ms
9ms
11ms
10ms
10ms
10ms
18ms
9ms
10ms
13ms
10ms
10ms
10ms
9ms
10ms
11ms
12ms
10ms
29ms
9ms
9ms
14ms
14ms
11ms
9ms
15ms
13ms
10ms
15ms
10ms
11ms
9ms
10ms
13ms
10ms
9ms
10ms
11ms
10ms
9ms
15ms
34ms
9ms
10ms
10ms
12ms
11ms
11ms
41ms
9ms
10ms
9ms
12ms
9ms
10ms
11ms
10ms
10ms
12ms
10ms
9ms
18ms
9ms
9ms
11ms
9ms
11ms
11ms
11ms
9ms
10ms
10ms
10ms
11ms
11ms
11ms
9ms
14ms
9ms
10ms
11ms
33ms
14ms
13ms
11ms
15ms
11ms
18ms
14ms
11ms
10ms
10ms
11ms
10ms
13ms
10ms
15ms
13ms
12ms
9ms
11ms
16ms
11ms
12ms
15ms
13ms
11ms
11ms
9ms
12ms
12ms
10ms
9ms
11ms
10ms
10ms
10ms
14ms
11ms
11ms
11ms
13ms
15ms
11ms
10ms
10ms
14ms
11ms
13ms
10ms
12ms
9ms
10ms
11ms
13ms
13ms
9ms
9ms
10ms
11ms
11ms
10ms
9ms
11ms
9ms
9ms
9ms
10ms
9ms
11ms
11ms
11ms
14ms
14ms
10ms
10ms
12ms
10ms
11ms
9ms
13ms
12ms
10ms
10ms
10ms
10ms
11ms
10ms
16ms
10ms
12ms
12ms
15ms
11ms
11ms
11ms
20ms
10ms
16ms
41ms
16ms
11ms
10ms
10ms
11ms
12ms
16ms
10ms
17ms
12ms
9ms
33ms
11ms
12ms
16ms
10ms
17ms
11ms
11ms
13ms
13ms
10ms
13ms
12ms
10ms
11ms
10ms
10ms
10ms
13ms
13ms
14ms
11ms
11ms
13ms
10ms
12ms
14ms
12ms
10ms
15ms
12ms
11ms
11ms
13ms
12ms
17ms
12ms
10ms
14ms
17ms
17ms
10ms
10ms
11ms
13ms
35ms
13ms
10ms
10ms
15ms
16ms
14ms
25ms
11ms
13ms
17ms
11ms
10ms
10ms
15ms
10ms
12ms
9ms
9ms
9ms
9ms
13ms
10ms
9ms
10ms
11ms
12ms
10ms
14ms
12ms
11ms
12ms
12ms
18ms
11ms
10ms
10ms
10ms
13ms
10ms
11ms
10ms
11ms
9ms
11ms
9ms
12ms
9ms
10ms
12ms
14ms
12ms
12ms
11ms
12ms
12ms
13ms
15ms
10ms
11ms
14ms
9ms
15ms
12ms
11ms
17ms
12ms
9ms
9ms
9ms
9ms
10ms
22ms
14ms
9ms
11ms
10ms
20ms
9ms
11ms
10ms
11ms
26ms
9ms
9ms
10ms
9ms
15ms
9ms
17ms
10ms
13ms
11ms
10ms
10ms
9ms
9ms
12ms
10ms
11ms
9ms
11ms
17ms
11ms
12ms
12ms
14ms
10ms
11ms
9ms
10ms
9ms
9ms
16ms
11ms
11ms
10ms
15ms
15ms
13ms
9ms
12ms
11ms
11ms
11ms
11ms
12ms
10ms
10ms
11ms
9ms
9ms
11ms
10ms
9ms
10ms
14ms
11ms
17ms
14ms
14ms
12ms
12ms
14ms
17ms
11ms
18ms
11ms
9ms
11ms
12ms
10ms
14ms
12ms
10ms
14ms
11ms
11ms
15ms
10ms
11ms
16ms
13ms
13ms
10ms
9ms
9ms
9ms
10ms
9ms
15ms
10ms
10ms
9ms
13ms
12ms
10ms
11ms
10ms
10ms
16ms
11ms
9ms
17ms
11ms
9ms
9ms
19ms
13ms
12ms
14ms
10ms
15ms
12ms
12ms
19ms
11ms
14ms
13ms
10ms
10ms
13ms
11ms
9ms
16ms
11ms
9ms
16ms
10ms
10ms
17ms
13ms
12ms
13ms
10ms
10ms
14ms
12ms
11ms
12ms
15ms
18ms
18ms
12ms
10ms
12ms
15ms
14ms
11ms
11ms
20ms
14ms
10ms
10ms
16ms
10ms
9ms
12ms
11ms
11ms
12ms
10ms
14ms
13ms
10ms
15ms
27ms
9ms
9ms
10ms
11ms
10ms
10ms
11ms
13ms
15ms
12ms
15ms
19ms
11ms
10ms
15ms
13ms
12ms
14ms
10ms
10ms
15ms
11ms
12ms
12ms
10ms
12ms
12ms
13ms
10ms
13ms
12ms
12ms
11ms
16ms
14ms
14ms
10ms
15ms
10ms
12ms
13ms
12ms
14ms
11ms
13ms
11ms
18ms
11ms
11ms
14ms
13ms
11ms
12ms
15ms
10ms
11ms
12ms
11ms
13ms
10ms
13ms
11ms
15ms
19ms
15ms
13ms
13ms
14ms
15ms
18ms
10ms
11ms
10ms
11ms
11ms
10ms
12ms
14ms
18ms
13ms
11ms
16ms
11ms
16ms
12ms
14ms
11ms
16ms
10ms
11ms
10ms
15ms
17ms
11ms
18ms
14ms
13ms
10ms
17ms
12ms
10ms
15ms
14ms
12ms
11ms
12ms
12ms
18ms
14ms
15ms
13ms
12ms
17ms
14ms
12ms
11ms
14ms
33ms
11ms
12ms
12ms
14ms
19ms
11ms
13ms
13ms
13ms
9ms
11ms
13ms
14ms
11ms
10ms
16ms
10ms
13ms
11ms
11ms
11ms
14ms
14ms
9ms
12ms
10ms
12ms
10ms
11ms
11ms
11ms
14ms
9ms
11ms
11ms
11ms
11ms
9ms
9ms
9ms
9ms
11ms
9ms
9ms
10ms
11ms
8ms
13ms
13ms
15ms
15ms
13ms
13ms
10ms
9ms
13ms
10ms
11ms
13ms
17ms
11ms
10ms
11ms
12ms
20ms
12ms
15ms
12ms
19ms
14ms
12ms
12ms
14ms
12ms
0ms
12ms
12ms
12ms
12ms
11ms
12ms
13ms
13ms
10ms
11ms
11ms
13ms
12ms
12ms
9ms
11ms
11ms
10ms
12ms
11ms
10ms
10ms
18ms
9ms
11ms
11ms
11ms
12ms
12ms
12ms
13ms
9ms
11ms
11ms
12ms
11ms
23ms
12ms
19ms
11ms
16ms
11ms
10ms
12ms
13ms
11ms
11ms
15ms
10ms
11ms
12ms
9ms
15ms
11ms
9ms
10ms
10ms
10ms
11ms
10ms
13ms
13ms
15ms
10ms
11ms
11ms
13ms
14ms
13ms
10ms
10ms
9ms
12ms
15ms
9ms
9ms
18ms
14ms
10ms
11ms
14ms
14ms
11ms
13ms
20ms
11ms
10ms
11ms
13ms
11ms
15ms
10ms
13ms
13ms
13ms
10ms
9ms
10ms
14ms
10ms
17ms
9ms
10ms
10ms
12ms
11ms
10ms
11ms
11ms
13ms
11ms
13ms
11ms
10ms
10ms
14ms
12ms
13ms
12ms
9ms
